"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-03 15:43:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,44.1 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,33.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.4 ms,0 s,33.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.8 ms,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,47.5 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,39.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,32.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,33.0 ms,23.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,36.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.1 ms,0 s,0 s,0 s,46.7 ms,0 s,0 s,343.0 ms,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,35.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,37.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,33.5 ms,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,48.7 ms,0 s,0 s,616.7 ms,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,34.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,36.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,34.2 ms,23.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,46.4 ms,0 s,0 s,864.5 ms,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,33.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,25.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,34.4 ms,23.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,56.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,43.8 ms,0 s,0 s,1.1 s,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,35.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,25.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,35.1 ms,25.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,40.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,28.2 ms,0 s,0 s,1.3 s,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,24.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,33.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.6 ms,25.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,47.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.2 ms,0 s,0 s,0 s,30.5 ms,0 s,0 s,1.6 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,29.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,48.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.0 ms,27.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:43:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,43.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,995.5 µs,30.5 ms,0 s,0 s,1.9 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,24.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,40.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.0 ms,26.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,44.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,972.5 µs,31.2 ms,0 s,0 s,2.2 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,28.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,40.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.8 ms,31.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,808.5 µs,0 s,41.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.0 ms,25.2 ms,0 s,0 s,2.5 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,24.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,60.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.8 ms,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,788.0 µs,0 s,41.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,996.9 µs,26.5 ms,0 s,0 s,2.7 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,26.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,63.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,23.3 ms,23.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,812.1 µs,0 s,40.7 ms,0 s,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.0 ms,23.4 ms,0 s,0 s,3.0 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,19.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,63.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,19.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,799.7 µs,0 s,37.2 ms,0 s,7.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,975.0 µs,32.3 ms,0 s,0 s,3.3 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,60.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,20.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,801.5 µs,0 s,29.7 ms,0 s,8.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,998.9 µs,27.6 ms,0 s,0 s,3.4 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,20.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,68.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.2 ms,19.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,816.2 µs,0 s,29.2 ms,0 s,8.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,980.0 µs,30.9 ms,0 s,0 s,3.4 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,66.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.0 ms,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,792.8 µs,0 s,21.6 ms,0 s,7.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.0 ms,31.3 ms,0 s,0 s,3.4 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,16.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,66.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,792.2 µs,0 s,27.6 ms,0 s,7.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,980.3 µs,29.6 ms,0 s,0 s,3.4 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,59.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.8 ms,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,806.6 µs,0 s,20.1 ms,0 s,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.0 ms,27.1 ms,0 s,0 s,3.5 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,47.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.2 ms,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,816.4 µs,0 s,25.0 ms,0 s,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.6 ms,0 s,0 s,3.5 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,19.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,47.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.5 ms,18.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:44:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,787.6 µs,0 s,23.2 ms,0 s,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.9 ms,0 s,0 s,3.2 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,55.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.0 ms,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.7 ms,0 s,8.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.3 ms,0 s,0 s,2.9 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,46.7 ms,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.4 ms,0 s,8.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.4 ms,0 s,0 s,2.8 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,20.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,46.8 ms,13.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,46.8 ms,0 s,0 s,2.4 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,26.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,41.3 ms,17.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,38.3 ms,0 s,0 s,2.0 s,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,26.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,31.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,45.6 ms,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,38.7 ms,0 s,0 s,1.6 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,36.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,43.1 ms,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,33.6 ms,0 s,0 s,1.5 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,36.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,69.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,52.2 ms,19.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,33.8 ms,0 s,0 s,1.2 s,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,34.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,72.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,52.6 ms,21.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,40.9 ms,0 s,0 s,934.3 ms,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,28.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,70.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,62.0 ms,19.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,39.6 ms,0 s,0 s,646.4 ms,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,29.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,65.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,62.8 ms,24.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,31.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,39.9 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,72.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,61.7 ms,24.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,35.1 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,36.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,65.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,67.5 ms,24.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:45:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,38.0 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,35.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,62.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,46.6 ms,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,41.7 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,33.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,69.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,47.3 ms,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.2 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,27.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,67.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,47.4 ms,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.1 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,39.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,71.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,46.5 ms,20.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,29.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,71.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,46.4 ms,19.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.7 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.7 s,0 s,0 s,31.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,32.3 ms,19.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,35.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,50.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,28.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,33.4 ms,19.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,40.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,44.6 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,29.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.2 ms,23.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,39.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,45.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,29.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.0 ms,18.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,44.3 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,29.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.7 ms,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 15:46:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,45.3 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,24.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
