"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-03 14:32:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.7 ms,364.4 µs,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.4 ms,0 s,0 s,2.5 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,40.6 ms,25.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:32:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.2 ms,366.4 µs,8.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.7 ms,0 s,0 s,2.6 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,21.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,36.6 ms,26.7 ms,0 s,0 s,0 s,545.5 µs,0 s,0 s
2024-01-03 14:33:00,0 s,268.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.5 ms,365.3 µs,8.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,2.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.1 ms,0 s,0 s,2.6 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,21.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,36.4 ms,27.2 ms,0 s,0 s,0 s,542.0 µs,914.8 µs,0 s
2024-01-03 14:33:05,0 s,845.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.2 ms,372.5 µs,8.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.9 ms,0 s,0 s,2.5 s,,,,,0 s,0 s,0 s,0 s,1.9 s,0 s,0 s,12.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,35.0 ms,22.6 ms,0 s,0 s,0 s,536.3 µs,937.9 µs,0 s
2024-01-03 14:33:10,0 s,1.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.1 ms,367.0 µs,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.3 ms,0 s,0 s,2.7 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,15.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,35.3 ms,24.2 ms,0 s,0 s,0 s,547.9 µs,940.5 µs,0 s
2024-01-03 14:33:15,0 s,2.0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,361.3 µs,8.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,43.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.1 ms,0 s,0 s,2.7 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,13.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,35.3 ms,19.8 ms,0 s,0 s,0 s,547.2 µs,918.5 µs,0 s
2024-01-03 14:33:20,0 s,2.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,0 s,8.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.4 ms,0 s,0 s,2.9 s,,,,,0 s,0 s,0 s,0 s,1.9 s,0 s,0 s,14.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,36.5 ms,24.3 ms,0 s,0 s,0 s,555.7 µs,917.5 µs,0 s
2024-01-03 14:33:25,0 s,3.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.0 ms,0 s,8.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.8 ms,0 s,0 s,3.0 s,,,,,0 s,0 s,0 s,0 s,1.9 s,0 s,0 s,13.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,35.9 ms,23.9 ms,0 s,0 s,0 s,544.4 µs,920.8 µs,0 s
2024-01-03 14:33:30,0 s,3.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.4 ms,0 s,8.0 ms,0 s,0 s,0 s,3.1 ms,0 s,0 s,0 s,41.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.4 ms,0 s,0 s,2.8 s,,,,,0 s,0 s,0 s,0 s,1.8 s,0 s,0 s,14.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,32.7 ms,28.6 ms,0 s,0 s,0 s,540.1 µs,943.0 µs,1.2 ms
2024-01-03 14:33:35,0 s,4.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.5 ms,0 s,8.1 ms,0 s,0 s,0 s,7.0 ms,0 s,0 s,0 s,42.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.8 ms,0 s,0 s,2.7 s,,,,,0 s,0 s,0 s,409.8 µs,1.8 s,0 s,0 s,6.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,32.7 ms,17.6 ms,0 s,0 s,0 s,535.5 µs,932.2 µs,1.2 ms
2024-01-03 14:33:40,0 s,4.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,0 s,0 s,0 s,7.3 ms,0 s,0 s,0 s,42.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,10.6 ms,0 s,0 s,2.4 s,,,,,0 s,0 s,0 s,410.2 µs,1.7 s,0 s,0 s,6.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.8 ms,17.3 ms,0 s,0 s,0 s,546.6 µs,919.4 µs,1.2 ms
2024-01-03 14:33:45,0 s,5.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,8.2 ms,0 s,0 s,0 s,41.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.8 ms,0 s,0 s,2.0 s,,,,,0 s,0 s,0 s,405.7 µs,1.7 s,0 s,0 s,4.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,20.0 ms,11.1 µs,0 s,0 s,545.9 µs,930.2 µs,1.2 ms
2024-01-03 14:33:50,0 s,5.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,9.6 ms,0 s,0 s,0 s,41.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,0 s,0 s,1.6 s,,,,,0 s,0 s,0 s,414.9 µs,1.6 s,0 s,0 s,7.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.5 ms,18.1 ms,10.7 µs,0 s,0 s,0 s,926.2 µs,1.2 ms
2024-01-03 14:33:55,0 s,6.0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.3 ms,0 s,0 s,0 s,0 s,0 s,12.6 ms,0 s,0 s,0 s,40.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.7 ms,0 s,0 s,1.5 s,,,,,0 s,0 s,0 s,412.5 µs,1.5 s,0 s,0 s,6.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,17.9 ms,10.7 µs,0 s,0 s,0 s,0 s,1.2 ms
2024-01-03 14:34:00,0 s,5.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.3 ms,0 s,8.6 ms,0 s,0 s,0 s,8.8 ms,0 s,14.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.7 ms,0 s,0 s,1.4 s,,,,,0 s,0 s,0 s,414.1 µs,1.5 s,0 s,0 s,7.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.9 ms,21.2 ms,10.5 µs,0 s,0 s,0 s,0 s,1.2 ms
2024-01-03 14:34:05,0 s,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.8 ms,0 s,9.8 ms,0 s,0 s,0 s,12.9 ms,0 s,15.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.7 ms,0 s,0 s,1.1 s,,,,,0 s,0 s,0 s,409.3 µs,1.4 s,0 s,0 s,4.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,19.7 ms,10.8 µs,0 s,0 s,0 s,0 s,1.2 ms
2024-01-03 14:34:10,0 s,5.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,10.2 ms,0 s,0 s,0 s,16.9 ms,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.4 ms,0 s,0 s,791.6 ms,,,,,0 s,0 s,0 s,402.9 µs,1.3 s,0 s,0 s,5.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.2 ms,22.3 ms,10.8 µs,0 s,0 s,0 s,0 s,1.2 ms
2024-01-03 14:34:15,0 s,5.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,10.9 ms,0 s,0 s,0 s,17.1 ms,0 s,17.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.0 ms,0 s,0 s,431.3 ms,,,,,0 s,0 s,0 s,409.8 µs,1.3 s,0 s,0 s,5.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.6 ms,17.8 ms,10.7 µs,0 s,0 s,0 s,0 s,1.2 ms
2024-01-03 14:34:20,0 s,5.0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.4 ms,0 s,13.0 ms,0 s,0 s,0 s,16.9 ms,0 s,18.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,421.2 µs,1.2 s,0 s,0 s,14.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.5 ms,18.5 ms,10.8 µs,0 s,0 s,0 s,0 s,1.2 ms
2024-01-03 14:34:25,0 s,4.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,0 s,10.4 ms,93.3 µs,0 s,0 s,16.5 ms,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,418.1 µs,1.2 s,0 s,0 s,14.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.1 ms,12.3 ms,10.8 µs,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:34:30,0 s,4.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.1 ms,0 s,10.8 ms,93.4 µs,0 s,0 s,17.2 ms,1.9 ms,14.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.1 s,0 s,0 s,17.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,16.5 ms,10.9 µs,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:34:35,0 s,4.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.1 ms,0 s,11.5 ms,93.0 µs,0 s,0 s,17.0 ms,1.9 ms,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.1 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.9 ms,17.9 ms,11.0 µs,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:34:40,0 s,4.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.9 ms,0 s,14.7 ms,90.8 µs,0 s,0 s,16.8 ms,1.9 ms,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.1 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.1 s,0 s,0 s,18.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.5 ms,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:34:45,0 s,4.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,14.4 ms,94.4 µs,0 s,0 s,16.6 ms,1.9 ms,15.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.7 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.1 ms,15.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:34:50,0 s,4.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,14.4 ms,92.0 µs,0 s,0 s,17.0 ms,5.0 ms,13.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.8 ms,0 s,0 s,,,,,,388.6 µs,0 s,0 s,0 s,1.0 s,0 s,0 s,17.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.9 ms,22.1 ms,0 s,0 s,0 s,0 s,0 s,1.5 ms
2024-01-03 14:34:55,0 s,4.3 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.9 ms,0 s,16.1 ms,92.3 µs,0 s,0 s,8.2 ms,7.7 ms,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,0 s,,,,,,900.0 µs,0 s,0 s,0 s,1.0 s,0 s,0 s,17.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.4 ms,18.9 ms,0 s,0 s,0 s,0 s,0 s,19.2 ms
