"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-03 13:59:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,350.5 ms,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,12.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.9 ms,0 s,0 s,727.6 ms,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,13.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.0 ms,20.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.3 ms,0 s,0 s,1.1 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,10.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.3 ms,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.6 ms,0 s,0 s,1.4 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,10.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.6 ms,0 s,0 s,1.6 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,8.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.6 ms,21.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,0 s,1.8 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,9.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.5 ms,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.2 ms,0 s,0 s,2.0 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,8.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.5 ms,15.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,830.7 µs,16.4 ms,0 s,0 s,2.4 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,9.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,15.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 13:59:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,395.1 µs,0 s,813.3 µs,10.6 ms,0 s,0 s,2.5 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,9.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.9 ms,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,399.6 µs,0 s,844.7 µs,10.6 ms,0 s,0 s,2.6 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,4.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.6 ms,10.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,800.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,397.0 µs,0 s,848.1 µs,11.4 ms,0 s,0 s,2.7 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,3.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,45.6 µs,0 s,14.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.7 ms,9.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,0 s,9.5 ms,0 s,0 s,0 s,0 s,786.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,388.8 µs,0 s,807.4 µs,12.0 ms,0 s,0 s,2.9 s,,,,,0 s,1.2 ms,0 s,0 s,1.9 s,0 s,0 s,3.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,45.6 µs,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.6 ms,10.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:15,0 s,0 s,0 s,0 s,0 s,333.3 µs,0 s,0 s,0 s,0 s,0 s,9.6 ms,0 s,9.4 ms,0 s,0 s,0 s,0 s,803.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,390.5 µs,0 s,835.0 µs,11.8 ms,0 s,0 s,3.0 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,0 s,3.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,46.4 µs,0 s,13.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.4 ms,8.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:20,0 s,0 s,0 s,0 s,0 s,346.8 µs,0 s,0 s,0 s,0 s,0 s,11.0 ms,0 s,9.7 ms,0 s,0 s,0 s,0 s,812.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,395.0 µs,0 s,823.8 µs,10.7 ms,0 s,0 s,2.8 s,,,,,0 s,1.2 ms,0 s,0 s,1.9 s,0 s,0 s,4.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,46.8 µs,0 s,14.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,8.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:25,0 s,0 s,0 s,0 s,0 s,334.5 µs,0 s,0 s,0 s,0 s,0 s,9.7 ms,0 s,9.6 ms,0 s,0 s,0 s,0 s,815.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,398.2 µs,0 s,826.2 µs,4.1 ms,0 s,0 s,2.6 s,,,,,0 s,1.2 ms,0 s,0 s,1.9 s,0 s,0 s,4.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,46.1 µs,0 s,10.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.7 ms,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:30,0 s,0 s,0 s,0 s,0 s,337.8 µs,0 s,0 s,0 s,0 s,0 s,10.1 ms,0 s,9.4 ms,0 s,0 s,0 s,0 s,807.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,395.9 µs,0 s,830.8 µs,4.9 ms,0 s,0 s,2.6 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,1.1 ms,4.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,889.2 µs,0 s,10.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.7 ms,12.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:35,0 s,0 s,0 s,0 s,0 s,339.0 µs,0 s,1.6 ms,0 s,0 s,0 s,4.9 ms,0 s,9.8 ms,0 s,0 s,0 s,0 s,815.1 µs,0 s,0 s,0 s,0 s,0 s,0 s,391.2 µs,0 s,833.0 µs,4.5 ms,0 s,0 s,2.7 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,1.2 ms,3.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,894.0 µs,0 s,7.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.7 ms,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:40,0 s,0 s,0 s,0 s,0 s,334.8 µs,0 s,1.6 ms,0 s,0 s,0 s,5.0 ms,0 s,9.7 ms,0 s,0 s,0 s,0 s,811.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,394.1 µs,0 s,842.9 µs,3.5 ms,710.9 µs,0 s,2.7 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,1.3 ms,6.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,882.2 µs,0 s,10.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:45,0 s,0 s,0 s,0 s,0 s,344.8 µs,0 s,1.6 ms,0 s,0 s,0 s,4.8 ms,0 s,9.5 ms,0 s,0 s,0 s,0 s,794.3 µs,0 s,0 s,0 s,0 s,0 s,0 s,390.4 µs,0 s,0 s,3.4 ms,692.6 µs,0 s,2.8 s,,,,,0 s,1.2 ms,0 s,0 s,2.1 s,0 s,1.3 ms,5.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,880.9 µs,0 s,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,15.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:50,0 s,0 s,0 s,0 s,1.2 ms,337.4 µs,0 s,1.6 ms,0 s,0 s,0 s,5.8 ms,0 s,9.6 ms,0 s,0 s,0 s,0 s,804.1 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.5 ms,690.8 µs,0 s,2.6 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,1.2 ms,5.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,892.3 µs,0 s,12.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.9 ms,21.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:00:55,0 s,0 s,0 s,0 s,1.2 ms,334.9 µs,1.3 ms,1.6 ms,0 s,0 s,0 s,5.5 ms,0 s,9.3 ms,0 s,0 s,0 s,0 s,793.0 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,696.1 µs,0 s,2.5 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,1.2 ms,6.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,889.8 µs,0 s,12.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.8 ms,20.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:01:00,0 s,0 s,0 s,0 s,1.2 ms,341.5 µs,1.2 ms,1.7 ms,0 s,0 s,0 s,5.6 ms,0 s,9.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.9 ms,710.2 µs,0 s,2.4 s,,,,,0 s,1.2 ms,0 s,0 s,2.0 s,0 s,1.2 ms,8.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,847.5 µs,0 s,11.6 ms,0 s,0 s,0 s,0 s,0 s,29.1 µs,13.6 ms,26.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
