"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-03 16:08:50,0 s,7.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,40.5 ms,0 s,0 s,0 s,0 s,15.3 ms,0 s,0 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,32.1 ms,14.5 ms,0 s,0 s,0 s,2.6 ms,0 s,0 s,0 s,0 s,25.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,33.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:08:55,0 s,6.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,38.8 ms,0 s,0 s,0 s,0 s,16.9 ms,0 s,0 s,0 s,0 s,13.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,28.0 ms,14.2 ms,0 s,0 s,0 s,2.4 ms,0 s,0 s,0 s,0 s,25.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.0 ms,29.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:00,0 s,6.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,39.0 ms,0 s,0 s,0 s,0 s,16.8 ms,0 s,0 s,0 s,0 s,29.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.6 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,28.5 ms,14.1 ms,0 s,0 s,0 s,2.4 ms,0 s,0 s,0 s,0 s,24.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,30.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:05,0 s,6.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.4 ms,0 s,0 s,0 s,0 s,16.7 ms,0 s,0 s,0 s,0 s,32.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,18.7 ms,0 s,39.1 ms,8.4 ms,0 s,0 s,0 s,2.4 ms,0 s,0 s,0 s,0 s,31.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.1 ms,25.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:10,0 s,6.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.6 ms,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,28.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,19.2 ms,0 s,40.1 ms,1.7 ms,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,28.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,30.4 ms,32.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:15,0 s,6.0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.4 ms,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,22.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.8 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,18.9 ms,0 s,36.5 ms,4.8 ms,0 s,0 s,0 s,332.2 µs,0 s,0 s,0 s,0 s,27.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,24.2 ms,29.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:20,0 s,5.9 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,21.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.3 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,19.2 ms,0 s,39.8 ms,4.8 ms,0 s,0 s,0 s,338.5 µs,0 s,0 s,0 s,0 s,14.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,30.9 ms,33.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:25,0 s,5.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.8 ms,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,21.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,28.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,19.2 ms,0 s,39.9 ms,4.8 ms,0 s,0 s,0 s,921.1 µs,0 s,0 s,0 s,0 s,20.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.6 ms,30.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:30,0 s,5.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.4 ms,0 s,0 s,0 s,0 s,3.0 ms,0 s,0 s,0 s,0 s,21.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,34.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,18.6 ms,0 s,42.2 ms,4.8 ms,0 s,0 s,0 s,916.4 µs,0 s,0 s,0 s,0 s,18.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.3 ms,28.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:35,0 s,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.7 ms,0 s,0 s,0 s,0 s,3.0 ms,0 s,0 s,0 s,0 s,21.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,35.3 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,19.3 ms,0 s,26.1 ms,4.7 ms,0 s,0 s,0 s,937.8 µs,0 s,0 s,0 s,0 s,20.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.9 ms,20.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:40,0 s,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.3 ms,0 s,22.9 ms,0 s,0 s,0 s,9.2 ms,3.0 ms,0 s,0 s,0 s,0 s,21.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,51.2 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,19.0 ms,0 s,32.7 ms,4.7 ms,0 s,0 s,0 s,959.1 µs,0 s,0 s,0 s,0 s,21.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,31.0 ms,26.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:45,0 s,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.1 ms,0 s,20.9 ms,0 s,0 s,0 s,9.4 ms,3.0 ms,0 s,0 s,0 s,0 s,21.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,54.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,19.0 ms,0 s,29.3 ms,3.5 ms,0 s,0 s,0 s,929.2 µs,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,29.2 ms,21.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:50,0 s,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.0 ms,0 s,21.6 ms,0 s,0 s,0 s,9.5 ms,1.8 ms,0 s,0 s,0 s,0 s,20.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,57.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,18.9 ms,0 s,29.9 ms,3.6 ms,0 s,0 s,0 s,955.4 µs,0 s,0 s,0 s,0 s,23.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,30.9 ms,26.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:09:55,0 s,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.2 ms,0 s,24.9 ms,0 s,0 s,0 s,9.2 ms,1.7 ms,0 s,0 s,0 s,0 s,4.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,54.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,19.3 ms,0 s,28.8 ms,3.7 ms,0 s,0 s,0 s,951.6 µs,0 s,0 s,0 s,0 s,22.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,27.5 ms,27.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:00,0 s,5.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.2 ms,0 s,40.9 ms,0 s,0 s,0 s,9.2 ms,1.8 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,55.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,16.4 ms,3.2 ms,0 s,0 s,0 s,946.1 µs,0 s,0 s,0 s,0 s,21.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,31.1 ms,27.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:05,0 s,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.1 ms,0 s,38.5 ms,0 s,0 s,0 s,9.2 ms,1.7 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,60.6 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,20.2 ms,3.6 ms,0 s,0 s,0 s,938.7 µs,0 s,0 s,0 s,0 s,21.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.2 ms,20.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:10,0 s,5.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.1 ms,0 s,38.0 ms,0 s,0 s,0 s,9.1 ms,51.0 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,57.5 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,28.8 ms,604.6 µs,0 s,0 s,0 s,595.6 µs,0 s,0 s,0 s,0 s,29.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.3 ms,25.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:15,0 s,5.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.2 ms,0 s,38.5 ms,0 s,0 s,0 s,9.5 ms,51.1 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,74.6 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,25.0 ms,6.1 ms,0 s,0 s,0 s,601.1 µs,0 s,0 s,0 s,0 s,28.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,22.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:20,0 s,5.7 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,8.1 ms,0 s,36.3 ms,0 s,0 s,0 s,9.3 ms,51.4 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,73.9 ms,0 s,0 s,503.5 ms,,,,,0 s,0 s,0 s,0 s,1.6 s,0 s,0 s,27.0 ms,6.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.1 ms,32.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:25,0 s,5.7 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,8.0 ms,0 s,37.2 ms,0 s,0 s,0 s,9.1 ms,50.4 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,65.3 ms,0 s,0 s,839.4 ms,,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,24.8 ms,6.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,31.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 16:10:30,0 s,5.8 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,8.4 ms,0 s,38.8 ms,0 s,0 s,0 s,9.2 ms,49.0 ms,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,61.0 ms,0 s,0 s,1.1 s,,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,29.0 ms,6.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.3 ms,34.6 ms,0 s,0 s,0 s,0 s,0 s,8.9 ms
2024-01-03 16:10:35,0 s,5.7 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,31.4 ms,0 s,0 s,0 s,0 s,49.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,43.9 ms,0 s,0 s,1.3 s,,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,21.4 ms,6.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.2 ms,28.9 ms,0 s,0 s,0 s,0 s,0 s,8.9 ms
2024-01-03 16:10:40,0 s,5.7 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,30.3 ms,0 s,0 s,0 s,0 s,49.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,42.4 ms,0 s,0 s,1.5 s,,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,32.6 ms,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.4 ms,29.0 ms,0 s,0 s,0 s,0 s,0 s,8.8 ms
2024-01-03 16:10:45,0 s,5.6 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,30.1 ms,0 s,0 s,0 s,0 s,50.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,41.0 ms,0 s,0 s,1.7 s,,,,,0 s,0 s,0 s,0 s,1.5 s,0 s,0 s,31.9 ms,7.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.6 ms,22.8 ms,0 s,0 s,0 s,0 s,0 s,8.7 ms
2024-01-03 16:10:50,0 s,5.6 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,26.8 ms,0 s,0 s,0 s,0 s,50.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,41.2 ms,0 s,0 s,2.0 s,,,,,0 s,0 s,0 s,13.2 ms,1.5 s,0 s,0 s,33.1 ms,7.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.6 ms,5.5 ms,0 s,0 s,0 s,0 s,0 s,14.9 ms,21.4 ms,0 s,0 s,0 s,0 s,0 s,8.8 ms
2024-01-03 16:10:55,0 s,5.5 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,49.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,44.5 ms,0 s,0 s,2.2 s,,,,,0 s,0 s,0 s,24.3 ms,1.5 s,0 s,0 s,33.6 ms,7.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,46.4 ms,12.2 ms,0 s,0 s,0 s,0 s,0 s,11.0 ms,22.4 ms,0 s,0 s,0 s,0 s,0 s,9.0 ms
